seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_BMQB01000003.1|provirus_442346_463050	20705	Provirus	442346-463050	23	11	0.8657	NA	0	10.3825	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMSS01000001.1|provirus_208355_291799	83445	Provirus	208355-291799	150	11	0.9562	NA	6	71.8480	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMVV01000001.1|provirus_322224_340708	18485	Provirus	322224-340708	24	11	0.9195	NA	1	29.0400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJYCD010000001.1|provirus_440033_475806	35774	Provirus	440033-475806	58	11	0.9711	NA	8	63.3536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CAJYCD010000001.1|provirus_285755_322387	36633	Provirus	285755-322387	44	11	0.8120	NA	2	8.3834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010413.1|provirus_1813549_1852119	38571	Provirus	1813549-1852119	58	11	0.9687	NA	11	57.4261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010413.1|provirus_926353_972711	46359	Provirus	926353-972711	62	11	0.9632	NA	5	59.7459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009802.1|provirus_1677211_1715179	37969	Provirus	1677211-1715179	50	11	0.9708	NA	10	68.0365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009802.1|provirus_5348891_5361382	12492	Provirus	5348891-5361382	15	11	0.7359	NA	0	3.6714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BBYG01000008.1|provirus_255773_276348	20576	Provirus	255773-276348	26	11	0.9371	NA	1	24.7676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BIFH01000035.1|provirus_61113_108569	47457	Provirus	61113-108569	59	11	0.9501	NA	5	44.4486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BJHX01000001.1|provirus_5466155_5510020	43866	Provirus	5466155-5510020	64	11	0.9650	NA	7	35.7228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BLKX01000001.1|provirus_1262480_1274235	11756	Provirus	1262480-1274235	17	11	0.9416	NA	4	9.3609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMMV01000005.1|provirus_3_48537	48535	Provirus	3-48537	79	11	0.9679	NA	7	50.5377	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMQY01000001.1|provirus_1140379_1151215	10837	Provirus	1140379-1151215	13	11	0.9635	NA	1	7.2186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMSA01000010.1|provirus_25012_44303	19292	Provirus	25012-44303	25	11	0.9390	NA	1	30.7582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNAX01000012.1|provirus_148762_171980	23219	Provirus	148762-171980	27	11	0.8821	NA	0	7.0127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNDY01000017.1|provirus_1312434_1336150	23717	Provirus	1312434-1336150	16	11	0.9672	NA	1	15.7035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNDY01000017.1|provirus_2078867_2130710	51844	Provirus	2078867-2130710	85	11	0.9531	NA	8	60.7804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNDY01000017.1|provirus_1355514_1371154	15641	Provirus	1355514-1371154	21	11	0.9183	NA	1	12.3067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNDY01000017.1|provirus_1228280_1262668	34389	Provirus	1228280-1262668	41	11	0.8394	NA	3	9.6555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BONZ01000039.1|provirus_181850_206452	24603	Provirus	181850-206452	23	11	0.8569	NA	0	8.6421	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CABTZJ010000001.1|provirus_151253_166125	14873	Provirus	151253-166125	19	11	0.9774	NA	6	19.3609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CM002280.1|provirus_6233999_6279618	45620	Provirus	6233999-6279618	70	11	0.9727	NA	11	68.4563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CM002280.1|provirus_896441_913556	17116	Provirus	896441-913556	15	11	0.8320	NA	6	13.3599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP011295.1|provirus_4986610_5032695	46086	Provirus	4986610-5032695	67	11	0.9724	NA	9	48.2662	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP017157.1|provirus_8021414_8040206	18793	Provirus	8021414-8040206	19	11	0.8530	NA	0	8.6403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016174.1|provirus_2634453_2684257	49805	Provirus	2634453-2684257	87	11	0.9272	NA	8	45.0136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016174.1|provirus_9029827_9039597	9771	Provirus	9029827-9039597	10	11	0.8965	NA	0	9.3460	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016174.1|provirus_9056050_9070210	14161	Provirus	9056050-9070210	19	11	0.8763	NA	0	9.9149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021118.1|provirus_3804879_3826242	21364	Provirus	3804879-3826242	31	11	0.9180	NA	1	28.1064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020700.1|provirus_4853147_4867029	13883	Provirus	4853147-4867029	19	11	0.8967	NA	2	25.1567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023199.1|provirus_1547237_1588186	40950	Provirus	1547237-1588186	63	11	0.9816	NA	7	82.5539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023199.1|provirus_339825_397300	57476	Provirus	339825-397300	91	11	0.9769	NA	18	93.8006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023688.1|provirus_6641772_6695852	54081	Provirus	6641772-6695852	94	11	0.9524	NA	5	74.6792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023688.1|provirus_5389705_5450625	60921	Provirus	5389705-5450625	103	11	0.9507	NA	7	70.3227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025959.1|provirus_5946343_5991794	45452	Provirus	5946343-5991794	65	11	0.9761	NA	8	52.6865	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025959.1|provirus_2485149_2525105	39957	Provirus	2485149-2525105	59	11	0.9754	NA	10	51.6724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025959.1|provirus_2540693_2580800	40108	Provirus	2540693-2580800	60	11	0.9744	NA	12	56.4263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025959.1|provirus_534560_549253	14694	Provirus	534560-549253	16	11	0.9686	NA	2	10.5364	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025959.1|provirus_4570434_4625315	54882	Provirus	4570434-4625315	76	11	0.9645	NA	10	59.5751	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025959.1|provirus_5162032_5205832	43801	Provirus	5162032-5205832	58	11	0.9600	NA	9	39.1858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025959.1|provirus_2242678_2286951	44274	Provirus	2242678-2286951	49	11	0.9529	NA	5	19.2646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025959.1|provirus_360607_377827	17221	Provirus	360607-377827	21	11	0.8961	NA	0	9.1962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025394.1|provirus_3814793_3846697	31905	Provirus	3814793-3846697	44	11	0.9621	NA	9	38.8767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP028719.1|provirus_5048021_5065906	17886	Provirus	5048021-5065906	25	11	0.9333	NA	1	29.0400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMRY01000003.1|provirus_659492_675787	16296	Provirus	659492-675787	25	11	0.9137	NA	0	15.9181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BONT01000015.1|provirus_23334_43024	19691	Provirus	23334-43024	16	11	0.8809	NA	6	16.8113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAAGMP010001186.1|provirus_12777_48738	35962	Provirus	12777-48738	40	11	0.9488	NA	2	32.9398	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAAGMP010001186.1|provirus_59502_83645	24144	Provirus	59502-83645	27	11	0.8782	NA	3	14.1101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHGT010000003.1|provirus_53865_73555	19691	Provirus	53865-73555	16	11	0.8511	NA	6	16.8113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHMP010000001.1|provirus_3775015_3823473	48459	Provirus	3775015-3823473	81	11	0.9522	NA	9	49.2385	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHMP010000001.1|provirus_3321505_3331147	9643	Provirus	3321505-3331147	9	11	0.9431	NA	0	6.5328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACMSI010000033.1|provirus_1159830_1175915	16086	Provirus	1159830-1175915	20	11	0.9344	NA	1	24.0716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JADBEJ010000005.1|provirus_2753161_2767397	14237	Provirus	2753161-2767397	17	11	0.9177	NA	0	6.5215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JADBEI010000002.1|provirus_3128432_3167273	38842	Provirus	3128432-3167273	60	11	0.9648	NA	8	48.2597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JADBEI010000001.1|provirus_7513838_7557086	43249	Provirus	7513838-7557086	66	11	0.9533	NA	8	46.8303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAFJMJ010000001.1|provirus_4598790_4626646	27857	Provirus	4598790-4626646	44	11	0.9332	NA	7	27.5742	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGGOK010000008.1|provirus_1029_44890	43862	Provirus	1029-44890	44	11	0.9551	NA	1	36.3128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGGOV010000014.1|provirus_240222_280285	40064	Provirus	240222-280285	49	11	0.9383	NA	0	31.9390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGIOK010000001.1|provirus_858756_890506	31751	Provirus	858756-890506	48	11	0.9538	NA	5	38.7902	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGJBZ010000003.1|provirus_893699_907528	13830	Provirus	893699-907528	22	11	0.9301	NA	0	9.4852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGIOH010000001.1|provirus_3446398_3466159	19762	Provirus	3446398-3466159	25	11	0.9220	NA	1	23.7796	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACJII010000001.1|provirus_2698587_2735950	37364	Provirus	2698587-2735950	60	11	0.9622	NA	8	53.8929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACJII010000001.1|provirus_2650574_2690732	40159	Provirus	2650574-2690732	66	11	0.9571	NA	9	51.5541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACJII010000001.1|provirus_917843_976532	58690	Provirus	917843-976532	76	11	0.9374	NA	12	35.4983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACJII010000001.1|provirus_5047837_5168680	120844	Provirus	5047837-5168680	166	11	0.9042	NA	5	52.6914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JADPAU010000002.1|provirus_427624_433680	6057	Provirus	427624-433680	9	11	0.9813	NA	2	12.9276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAINUL010000001.1|provirus_7181032_7197226	16195	Provirus	7181032-7197226	21	11	0.9479	NA	1	14.2040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAJQLI010000002.1|provirus_2102434_2119732	17299	Provirus	2102434-2119732	20	11	0.9541	NA	1	23.7796	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAOQNO010000001.1|provirus_104171_154600	50430	Provirus	104171-154600	66	11	0.9646	NA	10	46.3199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPENJ010000001.1|provirus_6047081_6074771	27691	Provirus	6047081-6074771	44	11	0.9712	NA	10	41.2345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPENJ010000001.1|provirus_1576606_1590703	14098	Provirus	1576606-1590703	21	11	0.9062	NA	0	10.7508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAPVLU010000001.1|provirus_93618_126822	33205	Provirus	93618-126822	39	11	0.8847	NA	1	19.1477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARXYH010000001.1|provirus_604595_685609	81015	Provirus	604595-685609	139	11	0.9531	NA	5	78.2744	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARXYH010000001.1|provirus_1947031_1959763	12733	Provirus	1947031-1959763	14	11	0.9481	NA	2	8.7326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARXYH010000001.1|provirus_2196803_2262919	66117	Provirus	2196803-2262919	51	11	0.9460	NA	3	28.6580	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JARXYH010000001.1|provirus_1323709_1331697	7989	Provirus	1323709-1331697	11	11	0.8318	NA	0	14.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSRK010000001.1|provirus_2139149_2176212	37064	Provirus	2139149-2176212	54	11	0.9673	NA	4	54.7866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAUSRK010000001.1|provirus_6740585_6822985	82401	Provirus	6740585-6822985	135	11	0.9527	NA	8	67.8028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAVSCF010000004.1|provirus_45_8239	8195	Provirus	45-8239	9	11	0.9059	NA	1	5.0103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JOCG01000009.1|provirus_369126_407039	37914	Provirus	369126-407039	48	11	0.9775	NA	10	69.3634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LGUY01000001.1|provirus_119517_173597	54081	Provirus	119517-173597	94	11	0.9524	NA	5	74.6792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LIVP01000001.1|provirus_399951_447673	47723	Provirus	399951-447673	60	11	0.9715	NA	7	44.9426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LMEQ01000012.1|provirus_229067_248710	19644	Provirus	229067-248710	25	11	0.8786	NA	1	29.0400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMSX01000004.1|provirus_353247_375357	22111	Provirus	353247-375357	26	11	0.9206	NA	2	13.7972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMSX01000004.1|provirus_399968_433991	34024	Provirus	399968-433991	34	11	0.9054	NA	3	27.4625	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP007155.1|provirus_4285938_4293344	7407	Provirus	4285938-4293344	10	11	0.9656	NA	0	14.8707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP007155.1|provirus_5433329_5518182	84854	Provirus	5433329-5518182	151	11	0.9637	NA	9	73.3626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015362.1|provirus_2148664_2168416	19753	Provirus	2148664-2168416	25	11	0.9378	NA	2	10.9991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015362.1|provirus_2911660_2927662	16003	Provirus	2911660-2927662	20	11	0.9338	NA	1	26.9420	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015362.1|provirus_5333084_5361022	27939	Provirus	5333084-5361022	42	11	0.8849	NA	0	9.8741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020039.1|provirus_4058090_4103252	45163	Provirus	4058090-4103252	58	11	0.9542	NA	11	52.0439	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020039.1|provirus_3835490_3849867	14378	Provirus	3835490-3849867	18	11	0.9286	NA	0	11.7048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024894.1|provirus_3111243_3146616	35374	Provirus	3111243-3146616	50	11	0.9590	NA	5	37.3848	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024957.1|provirus_4623097_4639020	15924	Provirus	4623097-4639020	20	11	0.8917	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029241.1|provirus_8172591_8210869	38279	Provirus	8172591-8210869	52	11	0.9677	NA	11	60.9575	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029618.1|provirus_4572302_4638121	65820	Provirus	4572302-4638121	88	11	0.9534	NA	14	84.2993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029618.1|provirus_3014040_3063609	49570	Provirus	3014040-3063609	73	11	0.9436	NA	12	66.9479	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046172.1|provirus_9551715_9615111	63397	Provirus	9551715-9615111	88	11	0.9787	NA	14	73.9201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046172.1|provirus_305719_318755	13037	Provirus	305719-318755	15	11	0.9509	NA	5	12.9948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046172.1|provirus_6398802_6407171	8370	Provirus	6398802-6407171	11	11	0.9309	NA	3	12.6372	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046172.1|provirus_9661399_9698228	36830	Provirus	9661399-9698228	43	11	0.9206	NA	3	50.2046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046172.1|provirus_9508053_9521490	13438	Provirus	9508053-9521490	15	11	0.9114	NA	1	23.3710	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050124.1|provirus_2464107_2545755	81649	Provirus	2464107-2545755	126	11	0.9725	NA	23	116.7511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050124.1|provirus_341350_349776	8427	Provirus	341350-349776	12	11	0.9394	NA	1	6.8937	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050124.1|provirus_3916713_3925390	8678	Provirus	3916713-3925390	17	11	0.8908	NA	1	7.1522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054920.1|provirus_3403638_3421644	18007	Provirus	3403638-3421644	23	11	0.9504	NA	1	22.2690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP069278.1|provirus_121496_168372	46877	Provirus	121496-168372	67	11	0.9692	NA	10	72.5563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP074133.1|provirus_141538_178461	36924	Provirus	141538-178461	57	11	0.9557	NA	11	42.3429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP074133.1|provirus_3819184_3885867	66684	Provirus	3819184-3885867	98	11	0.9528	NA	6	51.7970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP086173.1|provirus_1118412_1131401	12990	Provirus	1118412-1131401	24	11	0.9326	NA	3	15.3735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP094298.1|provirus_6648559_6702639	54081	Provirus	6648559-6702639	94	11	0.9524	NA	5	74.6792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP094298.1|provirus_5396499_5457419	60921	Provirus	5396499-5457419	103	11	0.9507	NA	7	70.3227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104098.1|provirus_5272819_5309461	36643	Provirus	5272819-5309461	47	11	0.9608	NA	7	42.6012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FZNO01000003.1|provirus_31909_72029	40121	Provirus	31909-72029	69	11	0.9489	NA	11	37.2845	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JABTEZ010000003.1|provirus_134298_178052	43755	Provirus	134298-178052	63	11	0.9288	NA	8	50.0564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACJDI010000002.1|provirus_457949_493165	35217	Provirus	457949-493165	51	11	0.9657	NA	12	47.1518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHMI010000001.1|provirus_11771737_11864756	93020	Provirus	11771737-11864756	169	11	0.9598	NA	10	77.3646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LGCO01000069.1|provirus_112315_166395	54081	Provirus	112315-166395	94	11	0.9541	NA	5	74.6792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LIQD01000004.1|provirus_984611_1033064	48454	Provirus	984611-1033064	76	11	0.9552	NA	12	60.0500	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LJJF01000001.1|provirus_3951100_3983783	32684	Provirus	3951100-3983783	46	11	0.9587	NA	10	50.0508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_MWKY01000001.1|provirus_2798379_2807040	8662	Provirus	2798379-2807040	12	11	0.9202	NA	3	8.5725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_NNBN01000001.1|provirus_566835_578481	11647	Provirus	566835-578481	11	11	0.8999	NA	1	3.9172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_010572.1|provirus_3350673_3366802	16130	Provirus	3350673-3366802	21	11	0.8930	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP023360.1|provirus_821889_835357	13469	Provirus	821889-835357	17	11	0.9001	NA	0	6.4704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CM000951.1|provirus_2167159_2178817	11659	Provirus	2167159-2178817	13	11	0.8626	NA	0	16.5166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CM002285.1|provirus_6520938_6571013	50076	Provirus	6520938-6571013	76	11	0.9552	NA	10	41.6010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CM002285.1|provirus_5516878_5544919	28042	Provirus	5516878-5544919	28	11	0.9381	NA	2	26.3629	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CM002285.1|provirus_5470460_5502313	31854	Provirus	5470460-5502313	36	11	0.8419	NA	1	7.7412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009754.1|provirus_3613952_3630278	16327	Provirus	3613952-3630278	21	11	0.9297	NA	1	24.0716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009754.1|provirus_4603233_4698424	95192	Provirus	4603233-4698424	123	11	0.9142	NA	6	68.0953	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009754.1|provirus_5064319_5079893	15575	Provirus	5064319-5079893	22	11	0.9059	NA	1	13.5862	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009754.1|provirus_5140631_5154057	13427	Provirus	5140631-5154057	16	11	0.8643	NA	0	3.6518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016077.1|provirus_3252680_3300257	47578	Provirus	3252680-3300257	79	11	0.9535	NA	9	52.3545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019402.1|provirus_3721391_3738811	17421	Provirus	3721391-3738811	28	11	0.9797	NA	6	24.8154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019402.1|provirus_1309299_1342945	33647	Provirus	1309299-1342945	42	11	0.9742	NA	9	39.3073	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016438.1|provirus_6810197_6823033	12837	Provirus	6810197-6823033	18	11	0.8874	NA	0	7.6416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016438.1|provirus_5423843_5457106	33264	Provirus	5423843-5457106	28	11	0.8029	NA	2	1.2812	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP022685.1|provirus_3040920_3056922	16003	Provirus	3040920-3056922	22	11	0.8191	NA	0	5.8533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP022744.1|provirus_3291903_3303588	11686	Provirus	3291903-3303588	17	11	0.8955	NA	0	7.6416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP022744.1|provirus_5448326_5481589	33264	Provirus	5448326-5481589	28	11	0.8029	NA	2	1.2812	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034587.1|provirus_697283_732320	35038	Provirus	697283-732320	41	11	0.9642	NA	9	37.7233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
