replicon	Nuccore	Assembly	sys_id	Start	End
GCF_020783455.1_NZ_CP086102.1	NZ_CP086102.1	GCF_020783455.1	GCF_020783455.1_NZ_CP086102.1_Conservon_3	1036784	1039798
GCF_020783455.1_NZ_CP086102.1	NZ_CP086102.1	GCF_020783455.1	GCF_020783455.1_NZ_CP086102.1_Conservon_4	1687117	1689954
GCF_020783455.1_NZ_CP086102.1	NZ_CP086102.1	GCF_020783455.1	GCF_020783455.1_NZ_CP086102.1_Conservon_5	2203944	2214556
GCF_020783455.1_NZ_CP086102.1	NZ_CP086102.1	GCF_020783455.1	GCF_020783455.1_NZ_CP086102.1_Conservon_6	2569532	2574346
GCF_020783455.1_NZ_CP086102.1	NZ_CP086102.1	GCF_020783455.1	GCF_020783455.1_NZ_CP086102.1_Conservon_7	3605320	3608301
GCF_020783455.1_NZ_CP086102.1	NZ_CP086102.1	GCF_020783455.1	GCF_020783455.1_NZ_CP086102.1_Conservon_8	4138564	4141149
GCF_020783455.1_NZ_CP086102.1	NZ_CP086102.1	GCF_020783455.1	GCF_020783455.1_NZ_CP086102.1_Conservon_9	5261102	5264636
GCF_020783455.1_NZ_CP086102.1	NZ_CP086102.1	GCF_020783455.1	GCF_020783455.1_NZ_CP086102.1_Conservon_10	7357841	7362421
GCF_020783515.1_NZ_CP086174.1	NZ_CP086174.1	GCF_020783515.1	GCF_020783515.1_NZ_CP086174.1_Conservon_1	1234220	1242341
GCF_020783515.1_NZ_CP086174.1	NZ_CP086174.1	GCF_020783515.1	GCF_020783515.1_NZ_CP086174.1_Conservon_2	1528518	1531541
GCF_020783515.1_NZ_CP086174.1	NZ_CP086174.1	GCF_020783515.1	GCF_020783515.1_NZ_CP086174.1_Conservon_3	2346769	2350098
GCF_020783515.1_NZ_CP086174.1	NZ_CP086174.1	GCF_020783515.1	GCF_020783515.1_NZ_CP086174.1_Conservon_4	3416440	3419841
GCF_020783515.1_NZ_CP086174.1	NZ_CP086174.1	GCF_020783515.1	GCF_020783515.1_NZ_CP086174.1_Conservon_5	4898816	4902923
GCF_020783515.1_NZ_CP086174.1	NZ_CP086174.1	GCF_020783515.1	GCF_020783515.1_NZ_CP086174.1_Conservon_6	5232724	5237571
GCF_020783515.1_NZ_CP086174.1	NZ_CP086174.1	GCF_020783515.1	GCF_020783515.1_NZ_CP086174.1_Conservon_7	5763935	5767719
GCF_020783515.1_NZ_CP086174.1	NZ_CP086174.1	GCF_020783515.1	GCF_020783515.1_NZ_CP086174.1_Conservon_8	6207432	6218032
GCF_020783535.1_NZ_CP086175.1	NZ_CP086175.1	GCF_020783535.1	GCF_020783535.1_NZ_CP086175.1_Conservon_1	1234222	1242343
GCF_020783535.1_NZ_CP086175.1	NZ_CP086175.1	GCF_020783535.1	GCF_020783535.1_NZ_CP086175.1_Conservon_2	1528520	1531543
GCF_020783535.1_NZ_CP086175.1	NZ_CP086175.1	GCF_020783535.1	GCF_020783535.1_NZ_CP086175.1_Conservon_3	2346771	2350100
GCF_020783535.1_NZ_CP086175.1	NZ_CP086175.1	GCF_020783535.1	GCF_020783535.1_NZ_CP086175.1_Conservon_4	3416442	3419843
GCF_020783535.1_NZ_CP086175.1	NZ_CP086175.1	GCF_020783535.1	GCF_020783535.1_NZ_CP086175.1_Conservon_5	4898808	4902915
GCF_020783535.1_NZ_CP086175.1	NZ_CP086175.1	GCF_020783535.1	GCF_020783535.1_NZ_CP086175.1_Conservon_6	5232716	5237563
GCF_020783535.1_NZ_CP086175.1	NZ_CP086175.1	GCF_020783535.1	GCF_020783535.1_NZ_CP086175.1_Conservon_7	5763937	5767721
GCF_020783535.1_NZ_CP086175.1	NZ_CP086175.1	GCF_020783535.1	GCF_020783535.1_NZ_CP086175.1_Conservon_8	6207434	6218034
GCF_020783555.1_NZ_CP086176.1	NZ_CP086176.1	GCF_020783555.1	GCF_020783555.1_NZ_CP086176.1_Conservon_1	1234220	1242341
GCF_020783555.1_NZ_CP086176.1	NZ_CP086176.1	GCF_020783555.1	GCF_020783555.1_NZ_CP086176.1_Conservon_2	1528947	1531970
GCF_020783555.1_NZ_CP086176.1	NZ_CP086176.1	GCF_020783555.1	GCF_020783555.1_NZ_CP086176.1_Conservon_3	2347198	2350527
GCF_020783555.1_NZ_CP086176.1	NZ_CP086176.1	GCF_020783555.1	GCF_020783555.1_NZ_CP086176.1_Conservon_4	3416868	3420269
GCF_020783555.1_NZ_CP086176.1	NZ_CP086176.1	GCF_020783555.1	GCF_020783555.1_NZ_CP086176.1_Conservon_5	4899246	4903353
GCF_020783555.1_NZ_CP086176.1	NZ_CP086176.1	GCF_020783555.1	GCF_020783555.1_NZ_CP086176.1_Conservon_6	5233153	5238000
GCF_020783555.1_NZ_CP086176.1	NZ_CP086176.1	GCF_020783555.1	GCF_020783555.1_NZ_CP086176.1_Conservon_7	5764366	5768150
GCF_020783555.1_NZ_CP086176.1	NZ_CP086176.1	GCF_020783555.1	GCF_020783555.1_NZ_CP086176.1_Conservon_8	6207863	6218463
GCF_019581175.1_NZ_CP079862.1	NZ_CP079862.1	GCF_019581175.1	GCF_019581175.1_NZ_CP079862.1_Conservon_1	897683	900500
GCF_019581175.1_NZ_CP079862.1	NZ_CP079862.1	GCF_019581175.1	GCF_019581175.1_NZ_CP079862.1_Conservon_2	1625637	1631016
GCF_019581175.1_NZ_CP079862.1	NZ_CP079862.1	GCF_019581175.1	GCF_019581175.1_NZ_CP079862.1_Conservon_3	2276818	2280332
GCF_019581175.1_NZ_CP079862.1	NZ_CP079862.1	GCF_019581175.1	GCF_019581175.1_NZ_CP079862.1_Conservon_4	5517828	5522232
GCF_019581175.1_NZ_CP079862.1	NZ_CP079862.1	GCF_019581175.1	GCF_019581175.1_NZ_CP079862.1_Conservon_5	5570782	5575435
GCF_020783575.1_NZ_CP086173.1	NZ_CP086173.1	GCF_020783575.1	GCF_020783575.1_NZ_CP086173.1_Conservon_1	1234220	1242341
GCF_020783575.1_NZ_CP086173.1	NZ_CP086173.1	GCF_020783575.1	GCF_020783575.1_NZ_CP086173.1_Conservon_2	1528518	1531541
GCF_020783575.1_NZ_CP086173.1	NZ_CP086173.1	GCF_020783575.1	GCF_020783575.1_NZ_CP086173.1_Conservon_3	2346769	2350098
GCF_020783575.1_NZ_CP086173.1	NZ_CP086173.1	GCF_020783575.1	GCF_020783575.1_NZ_CP086173.1_Conservon_4	3416440	3419841
GCF_020783575.1_NZ_CP086173.1	NZ_CP086173.1	GCF_020783575.1	GCF_020783575.1_NZ_CP086173.1_Conservon_5	4898816	4902923
GCF_020783575.1_NZ_CP086173.1	NZ_CP086173.1	GCF_020783575.1	GCF_020783575.1_NZ_CP086173.1_Conservon_6	5232724	5237571
GCF_020783575.1_NZ_CP086173.1	NZ_CP086173.1	GCF_020783575.1	GCF_020783575.1_NZ_CP086173.1_Conservon_7	5763937	5767721
GCF_020783575.1_NZ_CP086173.1	NZ_CP086173.1	GCF_020783575.1	GCF_020783575.1_NZ_CP086173.1_Conservon_8	6207434	6218034
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_1	152901	155429
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_2	167710	171926
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_3	956414	960206
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_4	1605616	1619864
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_5	2257099	2267551
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_6	2603695	2608134
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_7	4701854	4704985
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_8	7150527	7153583
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_9	7389493	7392687
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_10	7459797	7467756
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_11	7806555	7811698
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_12	8042778	8047076
GCF_018310535.1_NZ_CP074102.1	NZ_CP074102.1	GCF_018310535.1	GCF_018310535.1_NZ_CP074102.1_Conservon_13	8212322	8213888
GCF_019598965.1_NZ_CP080599.1	NZ_CP080599.1	GCF_019598965.1	GCF_019598965.1_NZ_CP080599.1_Conservon_1	158801	163893
GCF_019598965.1_NZ_CP080599.1	NZ_CP080599.1	GCF_019598965.1	GCF_019598965.1_NZ_CP080599.1_Conservon_2	587293	590749
GCF_019598965.1_NZ_CP080599.1	NZ_CP080599.1	GCF_019598965.1	GCF_019598965.1_NZ_CP080599.1_Conservon_3	827735	831740
GCF_019598965.1_NZ_CP080599.1	NZ_CP080599.1	GCF_019598965.1	GCF_019598965.1_NZ_CP080599.1_Conservon_4	1704005	1705285
GCF_019598965.1_NZ_CP080599.1	NZ_CP080599.1	GCF_019598965.1	GCF_019598965.1_NZ_CP080599.1_Conservon_5	4334187	4343253
GCF_019598965.1_NZ_CP080599.1	NZ_CP080599.1	GCF_019598965.1	GCF_019598965.1_NZ_CP080599.1_Conservon_6	4791159	4793888
GCF_019598965.1_NZ_CP080599.1	NZ_CP080599.1	GCF_019598965.1	GCF_019598965.1_NZ_CP080599.1_Conservon_7	5778219	5781826
GCF_020783595.1_NZ_CP086178.1	NZ_CP086178.1	GCF_020783595.1	GCF_020783595.1_NZ_CP086178.1_Conservon_1	1234220	1242341
GCF_020783595.1_NZ_CP086178.1	NZ_CP086178.1	GCF_020783595.1	GCF_020783595.1_NZ_CP086178.1_Conservon_2	1528518	1531541
GCF_020783595.1_NZ_CP086178.1	NZ_CP086178.1	GCF_020783595.1	GCF_020783595.1_NZ_CP086178.1_Conservon_3	2346769	2350098
GCF_020783595.1_NZ_CP086178.1	NZ_CP086178.1	GCF_020783595.1	GCF_020783595.1_NZ_CP086178.1_Conservon_4	3416440	3419841
GCF_020783595.1_NZ_CP086178.1	NZ_CP086178.1	GCF_020783595.1	GCF_020783595.1_NZ_CP086178.1_Conservon_5	4898816	4902923
GCF_020783595.1_NZ_CP086178.1	NZ_CP086178.1	GCF_020783595.1	GCF_020783595.1_NZ_CP086178.1_Conservon_6	5232712	5237571
GCF_020783595.1_NZ_CP086178.1	NZ_CP086178.1	GCF_020783595.1	GCF_020783595.1_NZ_CP086178.1_Conservon_7	5763949	5767733
GCF_020783595.1_NZ_CP086178.1	NZ_CP086178.1	GCF_020783595.1	GCF_020783595.1_NZ_CP086178.1_Conservon_8	6207446	6218046
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_1	363404	365932
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_2	912688	917793
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_3	1119273	1122998
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_4	1340565	1344817
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_5	1592277	1595315
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_6	3008861	3011941
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_7	5337631	5342505
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_8	5704681	5715388
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_9	6373792	6377708
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_10	7106439	7110460
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_11	7445657	7447130
GCF_018310575.1_NZ_CP074111.1	NZ_CP074111.1	GCF_018310575.1	GCF_018310575.1_NZ_CP074111.1_Conservon_12	7840680	7843981
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_1	138489	142463
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_2	1173761	1177968
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_3	1448507	1452122
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_4	2403117	2415273
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_5	3053958	3064576
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_6	3369305	3374134
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_7	5281085	5283466
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_8	5685679	5689151
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_9	8349546	8352638
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_10	8617770	8622058
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_11	8836427	8840305
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_12	8917427	8919976
GCF_019599145.1_NZ_CP080647.1	NZ_CP080647.1	GCF_019599145.1	GCF_019599145.1_NZ_CP080647.1_Conservon_13	9180380	9185220
GCF_020783615.1_NZ_CP086179.1	NZ_CP086179.1	GCF_020783615.1	GCF_020783615.1_NZ_CP086179.1_Conservon_1	1234220	1242341
GCF_020783615.1_NZ_CP086179.1	NZ_CP086179.1	GCF_020783615.1	GCF_020783615.1_NZ_CP086179.1_Conservon_2	1528518	1531541
GCF_020783615.1_NZ_CP086179.1	NZ_CP086179.1	GCF_020783615.1	GCF_020783615.1_NZ_CP086179.1_Conservon_3	2346769	2350098
GCF_020783615.1_NZ_CP086179.1	NZ_CP086179.1	GCF_020783615.1	GCF_020783615.1_NZ_CP086179.1_Conservon_4	3416438	3419839
GCF_020783615.1_NZ_CP086179.1	NZ_CP086179.1	GCF_020783615.1	GCF_020783615.1_NZ_CP086179.1_Conservon_5	4898814	4902921
GCF_020783615.1_NZ_CP086179.1	NZ_CP086179.1	GCF_020783615.1	GCF_020783615.1_NZ_CP086179.1_Conservon_6	5232722	5237569
GCF_020783615.1_NZ_CP086179.1	NZ_CP086179.1	GCF_020783615.1	GCF_020783615.1_NZ_CP086179.1_Conservon_7	5763938	5767722
GCF_020783615.1_NZ_CP086179.1	NZ_CP086179.1	GCF_020783615.1	GCF_020783615.1_NZ_CP086179.1_Conservon_8	6207435	6218035
GCF_018316655.1_NZ_CP074133.1	NZ_CP074133.1	GCF_018316655.1	GCF_018316655.1_NZ_CP074133.1_Conservon_1	2155714	2164780
GCF_018316655.1_NZ_CP074133.1	NZ_CP074133.1	GCF_018316655.1	GCF_018316655.1_NZ_CP074133.1_Conservon_2	2612676	2615405
GCF_018316655.1_NZ_CP074133.1	NZ_CP074133.1	GCF_018316655.1	GCF_018316655.1_NZ_CP074133.1_Conservon_3	3599731	3603338
GCF_018316655.1_NZ_CP074133.1	NZ_CP074133.1	GCF_018316655.1	GCF_018316655.1_NZ_CP074133.1_Conservon_4	5175128	5180220
GCF_018316655.1_NZ_CP074133.1	NZ_CP074133.1	GCF_018316655.1	GCF_018316655.1_NZ_CP074133.1_Conservon_5	5603030	5607066
GCF_018316655.1_NZ_CP074133.1	NZ_CP074133.1	GCF_018316655.1	GCF_018316655.1_NZ_CP074133.1_Conservon_6	5844052	5848057
GCF_018316655.1_NZ_CP074133.1	NZ_CP074133.1	GCF_018316655.1	GCF_018316655.1_NZ_CP074133.1_Conservon_7	6720309	6721589
GCF_020783635.1_NZ_CP086177.1	NZ_CP086177.1	GCF_020783635.1	GCF_020783635.1_NZ_CP086177.1_Conservon_1	1234220	1242341
GCF_020783635.1_NZ_CP086177.1	NZ_CP086177.1	GCF_020783635.1	GCF_020783635.1_NZ_CP086177.1_Conservon_2	1528951	1531974
GCF_020783635.1_NZ_CP086177.1	NZ_CP086177.1	GCF_020783635.1	GCF_020783635.1_NZ_CP086177.1_Conservon_3	2347205	2350534
GCF_020783635.1_NZ_CP086177.1	NZ_CP086177.1	GCF_020783635.1	GCF_020783635.1_NZ_CP086177.1_Conservon_4	3416875	3420276
GCF_020783635.1_NZ_CP086177.1	NZ_CP086177.1	GCF_020783635.1	GCF_020783635.1_NZ_CP086177.1_Conservon_5	4899251	4903358
GCF_020783635.1_NZ_CP086177.1	NZ_CP086177.1	GCF_020783635.1	GCF_020783635.1_NZ_CP086177.1_Conservon_6	5233147	5238006
GCF_020783635.1_NZ_CP086177.1	NZ_CP086177.1	GCF_020783635.1	GCF_020783635.1_NZ_CP086177.1_Conservon_7	5764354	5768138
GCF_020783635.1_NZ_CP086177.1	NZ_CP086177.1	GCF_020783635.1	GCF_020783635.1_NZ_CP086177.1_Conservon_8	6207851	6218451
GCF_018316795.1_NZ_CP074132.1	NZ_CP074132.1	GCF_018316795.1	GCF_018316795.1_NZ_CP074132.1_Conservon_1	2088666	2089955
GCF_018316795.1_NZ_CP074132.1	NZ_CP074132.1	GCF_018316795.1	GCF_018316795.1_NZ_CP074132.1_Conservon_2	2386127	2394683
GCF_018316795.1_NZ_CP074132.1	NZ_CP074132.1	GCF_018316795.1	GCF_018316795.1_NZ_CP074132.1_Conservon_3	2728504	2731251
GCF_018316795.1_NZ_CP074132.1	NZ_CP074132.1	GCF_018316795.1	GCF_018316795.1_NZ_CP074132.1_Conservon_4	3383815	3387607
GCF_018316795.1_NZ_CP074132.1	NZ_CP074132.1	GCF_018316795.1	GCF_018316795.1_NZ_CP074132.1_Conservon_5	4638804	4641928
GCF_018316795.1_NZ_CP074132.1	NZ_CP074132.1	GCF_018316795.1	GCF_018316795.1_NZ_CP074132.1_Conservon_6	5027464	5032490
GCF_018316795.1_NZ_CP074132.1	NZ_CP074132.1	GCF_018316795.1	GCF_018316795.1_NZ_CP074132.1_Conservon_7	5475812	5479829
GCF_018316795.1_NZ_CP074132.1	NZ_CP074132.1	GCF_018316795.1	GCF_018316795.1_NZ_CP074132.1_Conservon_8	5723195	5727247
GCF_020790115.1_NZ_CP086217.1	NZ_CP086217.1	GCF_020790115.1	GCF_020790115.1_NZ_CP086217.1_Conservon_1	802207	805890
GCF_020790115.1_NZ_CP086217.1	NZ_CP086217.1	GCF_020790115.1	GCF_020790115.1_NZ_CP086217.1_Conservon_2	1291110	1299308
GCF_020790115.1_NZ_CP086217.1	NZ_CP086217.1	GCF_020790115.1	GCF_020790115.1_NZ_CP086217.1_Conservon_3	2899070	2901907
GCF_020790115.1_NZ_CP086217.1	NZ_CP086217.1	GCF_020790115.1	GCF_020790115.1_NZ_CP086217.1_Conservon_4	5824076	5828638
GCF_020790115.1_NZ_CP086217.1	NZ_CP086217.1	GCF_020790115.1	GCF_020790115.1_NZ_CP086217.1_Conservon_5	6079435	6089764
GCF_020790115.1_NZ_CP086217.1	NZ_CP086217.1	GCF_020790115.1	GCF_020790115.1_NZ_CP086217.1_Conservon_6	7155778	7159642
GCF_020790115.1_NZ_CP086217.1	NZ_CP086217.1	GCF_020790115.1	GCF_020790115.1_NZ_CP086217.1_Conservon_7	7330409	7332138
GCF_020790115.1_NZ_CP086217.1	NZ_CP086217.1	GCF_020790115.1	GCF_020790115.1_NZ_CP086217.1_Conservon_8	7371445	7374258
GCF_020790115.1_NZ_CP086217.1	NZ_CP086217.1	GCF_020790115.1	GCF_020790115.1_NZ_CP086217.1_Conservon_9	7455108	7458036
GCF_018324205.1_NZ_AP023356.1	NZ_AP023356.1	GCF_018324205.1	GCF_018324205.1_NZ_AP023356.1_Conservon_1	3083591	3086000
GCF_018324205.1_NZ_AP023356.1	NZ_AP023356.1	GCF_018324205.1	GCF_018324205.1_NZ_AP023356.1_Conservon_2	3992425	3997407
GCF_018324205.1_NZ_AP023356.1	NZ_AP023356.1	GCF_018324205.1	GCF_018324205.1_NZ_AP023356.1_Conservon_3	4426667	4431403
GCF_018324205.1_NZ_AP023356.1	NZ_AP023356.1	GCF_018324205.1	GCF_018324205.1_NZ_AP023356.1_Conservon_4	5448886	5452992
GCF_018324205.1_NZ_AP023356.1	NZ_AP023356.1	GCF_018324205.1	GCF_018324205.1_NZ_AP023356.1_Conservon_5	5957357	5961492
GCF_018324205.1_NZ_AP023356.1	NZ_AP023356.1	GCF_018324205.1	GCF_018324205.1_NZ_AP023356.1_Conservon_6	7217134	7220699
GCF_018324205.1_NZ_AP023356.1	NZ_AP023356.1	GCF_018324205.1	GCF_018324205.1_NZ_AP023356.1_Conservon_7	9220215	9223091
GCF_018736145.1_NZ_CP059997.1	NZ_CP059997.1	GCF_018736145.1	GCF_018736145.1_NZ_CP059997.1_Conservon_1	918970	924184
GCF_018736145.1_NZ_CP059997.1	NZ_CP059997.1	GCF_018736145.1	GCF_018736145.1_NZ_CP059997.1_Conservon_2	5299145	5312015
GCF_018736145.1_NZ_CP059997.1	NZ_CP059997.1	GCF_018736145.1	GCF_018736145.1_NZ_CP059997.1_Conservon_3	6147748	6150384
GCF_018736145.1_NZ_CP059997.1	NZ_CP059997.1	GCF_018736145.1	GCF_018736145.1_NZ_CP059997.1_Conservon_4	9578859	9582552
GCF_018324255.1_NZ_AP023359.1	NZ_AP023359.1	GCF_018324255.1	GCF_018324255.1_NZ_AP023359.1_Conservon_1	95182	98358
GCF_018324255.1_NZ_AP023359.1	NZ_AP023359.1	GCF_018324255.1	GCF_018324255.1_NZ_AP023359.1_Conservon_2	1146715	1150466
GCF_018324255.1_NZ_AP023359.1	NZ_AP023359.1	GCF_018324255.1	GCF_018324255.1_NZ_AP023359.1_Conservon_3	1669221	1674019
GCF_018324255.1_NZ_AP023359.1	NZ_AP023359.1	GCF_018324255.1	GCF_018324255.1_NZ_AP023359.1_Conservon_4	3283464	3287756
GCF_018324255.1_NZ_AP023359.1	NZ_AP023359.1	GCF_018324255.1	GCF_018324255.1_NZ_AP023359.1_Conservon_5	3573152	3578074
GCF_018324685.1_NZ_AP023354.1	NZ_AP023354.1	GCF_018324685.1	GCF_018324685.1_NZ_AP023354.1_Conservon_1	306382	310805
GCF_018324685.1_NZ_AP023354.1	NZ_AP023354.1	GCF_018324685.1	GCF_018324685.1_NZ_AP023354.1_Conservon_2	822261	826483
GCF_018324685.1_NZ_AP023354.1	NZ_AP023354.1	GCF_018324685.1	GCF_018324685.1_NZ_AP023354.1_Conservon_3	853314	857253
GCF_018324685.1_NZ_AP023354.1	NZ_AP023354.1	GCF_018324685.1	GCF_018324685.1_NZ_AP023354.1_Conservon_4	2391330	2395853
GCF_018324685.1_NZ_AP023354.1	NZ_AP023354.1	GCF_018324685.1	GCF_018324685.1_NZ_AP023354.1_Conservon_5	3748941	3750656
GCF_018324685.1_NZ_AP023354.1	NZ_AP023354.1	GCF_018324685.1	GCF_018324685.1_NZ_AP023354.1_Conservon_6	6660737	6663539
GCF_026340305.1_NZ_JAPEPI010000001.1	NZ_JAPEPI010000001.1	GCF_026340305.1	GCF_026340305.1_NZ_JAPEPI010000001.1_Conservon_1	3811994	3815011
GCF_026340305.1_NZ_JAPEPI010000001.1	NZ_JAPEPI010000001.1	GCF_026340305.1	GCF_026340305.1_NZ_JAPEPI010000001.1_Conservon_2	4075281	4083424
GCF_020809065.1_NZ_CP078080.1	NZ_CP078080.1	GCF_020809065.1	GCF_020809065.1_NZ_CP078080.1_Conservon_1	4735429	4739637
GCF_018326245.1_NZ_AP023358.1	NZ_AP023358.1	GCF_018326245.1	GCF_018326245.1_NZ_AP023358.1_Conservon_1	148348	152159
GCF_018326245.1_NZ_AP023358.1	NZ_AP023358.1	GCF_018326245.1	GCF_018326245.1_NZ_AP023358.1_Conservon_2	1653934	1657573
GCF_018326245.1_NZ_AP023358.1	NZ_AP023358.1	GCF_018326245.1	GCF_018326245.1_NZ_AP023358.1_Conservon_3	2147270	2152188
GCF_018326245.1_NZ_AP023358.1	NZ_AP023358.1	GCF_018326245.1	GCF_018326245.1_NZ_AP023358.1_Conservon_4	2326294	2329192
GCF_018326245.1_NZ_AP023358.1	NZ_AP023358.1	GCF_018326245.1	GCF_018326245.1_NZ_AP023358.1_Conservon_5	3444272	3448557
GCF_018326245.1_NZ_AP023358.1	NZ_AP023358.1	GCF_018326245.1	GCF_018326245.1_NZ_AP023358.1_Conservon_6	3713000	3717630
GCF_018326245.1_NZ_AP023358.1	NZ_AP023358.1	GCF_018326245.1	GCF_018326245.1_NZ_AP023358.1_Conservon_7	4106861	4110666
GCF_018326245.1_NZ_AP023358.1	NZ_AP023358.1	GCF_018326245.1	GCF_018326245.1_NZ_AP023358.1_Conservon_8	4366875	4369627
GCF_018326245.1_NZ_AP023358.1	NZ_AP023358.1	GCF_018326245.1	GCF_018326245.1_NZ_AP023358.1_Conservon_9	4927959	4932019
GCF_018326245.1_NZ_AP023358.1	NZ_AP023358.1	GCF_018326245.1	GCF_018326245.1_NZ_AP023358.1_Conservon_10	5096603	5099533
GCF_018326265.1_NZ_AP023360.1	NZ_AP023360.1	GCF_018326265.1	GCF_018326265.1_NZ_AP023360.1_Conservon_1	2040856	2045543
GCF_018326265.1_NZ_AP023360.1	NZ_AP023360.1	GCF_018326265.1	GCF_018326265.1_NZ_AP023360.1_Conservon_2	2344069	2347664
GCF_018326265.1_NZ_AP023360.1	NZ_AP023360.1	GCF_018326265.1	GCF_018326265.1_NZ_AP023360.1_Conservon_3	3103162	3106780
GCF_018326265.1_NZ_AP023360.1	NZ_AP023360.1	GCF_018326265.1	GCF_018326265.1_NZ_AP023360.1_Conservon_4	3857189	3861505
GCF_018326265.1_NZ_AP023360.1	NZ_AP023360.1	GCF_018326265.1	GCF_018326265.1_NZ_AP023360.1_Conservon_5	5147083	5151015
GCF_018326265.1_NZ_AP023360.1	NZ_AP023360.1	GCF_018326265.1	GCF_018326265.1_NZ_AP023360.1_Conservon_6	7623374	7626567
