seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
NZ_JADDOP010000005.1	484374	No terminal repeats	401	11	0.9763	NA	0	8.2862	NA	NF000091;NF033129;NF033129;NF000098;NF012178;NF000129;NF033135;NF012174
NZ_JADNCJ010000029.1	11079	No terminal repeats	10	11	0.8270	NA	0	1.6628	NA	NA
NZ_JAENSA010000420.1	6068	No terminal repeats	4	11	0.7219	NA	0	0.0000	NA	NA
NZ_JAENSE010000294.1	6755	No terminal repeats	6	11	0.9297	NA	0	0.5110	NA	NA
NZ_JAFEJA010000003.1	618214	No terminal repeats	541	11	0.9884	NA	2	42.7136	MOBP1	NF033135;NF000014;NF000482
NZ_JAFEUF010000341.1	5869	No terminal repeats	5	11	0.8798	NA	0	0.5110	NA	NA
NZ_JAFEXF010000005.1	138096	No terminal repeats	162	11	0.9914	NA	0	67.3911	NA	NF033129;NF033068;NF033088
NZ_BCMM01000095.1	6153	No terminal repeats	5	11	0.9217	NA	0	1.0646	NA	NA
NZ_BCQT01000021.1	59354	No terminal repeats	57	11	0.9491	NA	0	0.9594	NA	NF012178;NF012178;NF000496
NZ_BCRR01000145.1	7781	No terminal repeats	5	11	0.9880	NA	0	2.6338	NA	NA
NZ_BDGW01000184.1	12422	No terminal repeats	11	11	0.9411	NA	0	3.5464	NA	NA
NZ_BJWZ01000001.1	191971	No terminal repeats	180	11	0.9846	NA	2	15.6299	NA	NA
NZ_BLLO01000009.1	106344	No terminal repeats	87	11	0.9898	NA	0	14.7225	NA	NF000051;NF012178
NZ_BMMK01000022.1	107082	No terminal repeats	132	11	0.9902	NA	1	11.8552	NA	NA
NZ_BMNT01000030.1	125579	No terminal repeats	101	11	0.9351	NA	0	2.9791	NA	NF033145;NF033129
NZ_BMRL01000024.1	102270	No terminal repeats	88	11	0.9865	NA	0	9.4617	NA	NF033135;NF033129;NF033145;NF012176;NF033145;NF033105
NZ_BMSI01000021.1	139887	No terminal repeats	119	11	0.9904	NA	4	27.2056	NA	NF033083
NZ_BMUC01000015.1	195510	No terminal repeats	170	11	0.9860	NA	0	12.1356	NA	NF033135;NF000095;NF033145;NF033105
NZ_BMVN01000111.1	11429	No terminal repeats	10	11	0.9542	NA	0	0.8970	NA	NA
NZ_BMWH01000056.1	11164	No terminal repeats	11	11	0.9796	NA	0	5.0054	NA	NA
NZ_BNBY01000019.1	165444	No terminal repeats	158	11	0.9691	NA	0	3.2291	NA	NF033105;NF000095
NZ_BNEA01000010.1	147358	No terminal repeats	157	11	0.9882	NA	1	18.5113	NA	NA
NZ_BOOM01000070.1	75005	No terminal repeats	74	11	0.9778	NA	0	6.7583	NA	NF033105;NF033134
NZ_CAACVB010000083.1	30413	No terminal repeats	18	11	0.9872	NA	0	7.7068	NA	NA
NZ_BCQQ01000104.1	25449	No terminal repeats	25	11	0.7871	NA	0	1.0563	NA	NA
NZ_BJNY01000023.1	51023	No terminal repeats	47	11	0.9545	NA	0	4.9973	NA	NA
NZ_BMQE01000029.1	86872	No terminal repeats	87	11	0.9824	NA	0	11.2075	NA	NF033105;NF033134
NZ_BMQK01000012.1	227073	No terminal repeats	224	11	0.9898	NA	1	50.2054	NA	NF000095;NF033135;NF038208;NF000088;NF033145;NF033156
NZ_BMRW01000019.1	113647	No terminal repeats	114	11	0.9541	NA	0	2.2968	NA	NF033085;NF012174;NF012171
NZ_BMUD01000021.1	135732	No terminal repeats	99	11	0.9568	NA	0	5.1047	NA	NF012174;NF033135;NF033135
NZ_BMUJ01000006.1	524785	No terminal repeats	460	11	0.9718	NA	0	21.6159	NA	NF000496;NF000487;NF033135;NF033476;NF033135;NF012178;NF000138;NF000025;NF033068;NF000119;NF033135;NF033135;NF033105
NZ_BMVA01000023.1	110078	No terminal repeats	114	11	0.9925	NA	3	44.6192	NA	NF012174;NF033134
NZ_BMVS01000033.1	79510	No terminal repeats	73	11	0.9876	NA	3	20.3481	NA	NA
NZ_BMVP01000013.1	189282	No terminal repeats	153	11	0.9816	NA	1	11.9780	MOBQ	NF012178;NF033135;NF033476;NF033145;NF033085;NF033129
NZ_BMVS01000043.1	44178	No terminal repeats	39	11	0.9753	NA	0	2.1868	NA	NA
NZ_BMVX01000011.1	272688	No terminal repeats	209	11	0.9812	NA	0	1.1724	NA	NF012178;NF000493;NF012178
NZ_BNBK01000002.1	402421	No terminal repeats	407	11	0.9822	NA	4	8.9227	NA	NF033129;NF000095;NF033105;NF000095;NF033135;NF000469;NF033105;NF033476;NF000095;NF012212
NZ_BOMQ01000070.1	100809	No terminal repeats	92	11	0.9719	NA	0	13.0731	NA	NF012174;NF033061
NZ_BOMU01000113.1	88413	No terminal repeats	79	11	0.9726	NA	0	1.1556	NA	NF033083
NZ_BSTR01000056.1	51048	No terminal repeats	50	11	0.9871	NA	0	6.9378	NA	NF033068
NZ_CAKAQJ010000061.1	15297	No terminal repeats	14	11	0.9706	NA	0	5.3136	NA	NA
NZ_CAKJTP010000004.1	85772	No terminal repeats	69	11	0.8493	NA	0	2.7502	NA	NA
NZ_CAMIFP010000018.1	23009	No terminal repeats	22	11	0.9567	NA	0	3.2196	NA	NF000496
NZ_CAUTOI010000047.1	25478	No terminal repeats	20	11	0.9649	NA	0	4.4716	NA	NA
NZ_CP020040.1	518852	No terminal repeats	727	11	0.9894	NA	0	115.6548	NA	NF000108;NF012178
NZ_BNBL01000022.1	47259	No terminal repeats	44	11	0.9458	NA	0	3.8946	NA	NF033135;NF033135;NF012174
NZ_BONT01000054.1	214138	No terminal repeats	205	11	0.9700	NA	2	1.2333	NA	NF012178;NF033068;NF033068
NZ_BRZF01000061.1	28676	No terminal repeats	37	11	0.9846	NA	0	10.6133	NA	NF033134
NZ_CABHND010000004.1	72908	No terminal repeats	77	11	0.9580	NA	0	6.3606	FATA_prgIb	NA
NZ_CAKJTM010000117.1	12788	No terminal repeats	15	11	0.9777	NA	0	3.2793	NA	NA
NZ_JABRXD010000043.1	57243	No terminal repeats	47	11	0.9724	NA	0	4.9076	NA	NF000088
NZ_JACFPB010000009.1	52243	No terminal repeats	52	11	0.9723	NA	1	7.0034	NA	NA
NZ_JACHGV010000015.1	169334	No terminal repeats	158	11	0.9921	NA	3	66.9968	NA	NA
NZ_JACJHR010000110.1	21974	No terminal repeats	23	11	0.9726	NA	0	1.0387	NA	NA
NZ_JACTVI010000208.1	4458	No terminal repeats	6	11	0.9600	NA	0	2.4643	NA	NA
NZ_JACTVI010000204.1	4801	No terminal repeats	4	11	0.9677	NA	0	3.2876	NA	NA
NZ_JACYXY010000001.1	58123	No terminal repeats	47	11	0.9852	NA	2	8.6079	MOBP1	NA
NZ_JADNLW010000041.1	10973	No terminal repeats	10	11	0.8164	NA	0	1.6628	NA	NA
NZ_JADQTO010000055.1	25792	No terminal repeats	24	11	0.9696	NA	0	0.7171	NA	NA
NZ_JADPES010000050.1	12859	No terminal repeats	11	11	0.8423	NA	0	1.6628	NA	NA
NZ_JADWYV010000098.1	32703	No terminal repeats	31	11	0.9595	NA	0	6.5339	T_virB11	NA
NZ_JAEACQ010000203.1	15725	No terminal repeats	15	11	0.9494	NA	0	5.2093	T_virB11	NA
NZ_JAEEAP010000208.1	14307	No terminal repeats	14	11	0.9609	NA	0	3.3983	NA	NA
NZ_JAENSD010000423.1	6712	No terminal repeats	5	11	0.8324	NA	0	0.5110	NA	NA
NZ_JAERUC010000012.1	72869	No terminal repeats	81	11	0.9908	NA	1	17.6154	NA	NF033134;NF033135
NZ_JAETXL010000020.1	51892	No terminal repeats	50	11	0.9829	NA	0	9.2068	NA	NF033068
NZ_JAEVFI010000043.1	17030	No terminal repeats	15	11	0.9848	NA	0	2.1464	NA	NA
NZ_JAFRFW010000500.1	5153	No terminal repeats	4	11	0.8766	NA	0	1.3837	NA	NA
NZ_JAGGLP010000028.1	108076	No terminal repeats	106	11	0.9878	NA	0	10.2522	NA	NF033068
NZ_JAGGOO010000100.1	23363	No terminal repeats	19	11	0.9689	NA	0	2.3197	NA	NF033083
NZ_BMVX01000047.1	32407	ITR	35	11	0.9793	NA	0	0.9836	NA	NA
NZ_BNGR01000024.1	127608	No terminal repeats	108	11	0.9611	NA	0	6.8879	NA	NF012174;NF000025;NF000496
NZ_FNUJ01000018.1	118482	No terminal repeats	128	11	0.9842	NA	0	6.5825	NA	NF000095;NF012174
NZ_JADDRL010000219.1	7237	No terminal repeats	9	11	0.9834	NA	0	2.9530	NA	NA
NZ_JAGMTS010000002.1	358054	No terminal repeats	374	11	0.9865	NA	3	43.3692	NA	NF000165;NF000373;NF033068;NF033068;NF033068
NZ_JAJBPQ010000023.1	38476	No terminal repeats	40	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAMJFM010000063.1	52214	No terminal repeats	51	11	0.9243	NA	0	0.5787	NA	NF033088;NF012174
NZ_JANAVF010000016.1	181758	No terminal repeats	151	11	0.9814	NA	0	15.4876	NA	NF000095;NF033134;NF000402
NZ_JAQMYP010000101.1	17543	No terminal repeats	17	11	0.9887	NA	0	8.0331	NA	NA
NZ_JARWOD010000835.1	7947	No terminal repeats	6	11	0.7366	NA	0	1.0554	NA	NA
NZ_JASITI010000041.1	73382	No terminal repeats	69	11	0.9716	NA	1	5.3730	NA	NF033145;NF000091
NZ_JAWOAI010000247.1	14377	No terminal repeats	14	11	0.9254	NA	0	1.6826	NA	NA
NZ_JODF01000069.1	35190	No terminal repeats	39	11	0.9892	NA	0	4.0441	NA	NF033145
NZ_JOGH01000034.1	100893	No terminal repeats	99	11	0.9841	NA	1	1.6266	NA	NF033134
NZ_KB892566.1	14619	No terminal repeats	14	11	0.9562	NA	0	3.4442	NA	NA
NZ_KQ257877.1	158285	No terminal repeats	144	11	0.9821	NA	1	14.3404	NA	NF033135;NF033476;NF033117;NF033068
NZ_LIZN01000030.1	40409	No terminal repeats	44	11	0.9894	NA	0	6.9518	NA	NF033068;NF033068;NF033068
NZ_LRTN01000033.1	11101	No terminal repeats	8	11	0.9822	NA	0	2.6698	NA	NA
NZ_BDQI01000067.1	21004	No terminal repeats	16	11	0.8657	NA	0	1.7295	NA	NA
NZ_BMUX01000017.1	195593	No terminal repeats	173	11	0.9761	NA	0	5.1382	NA	NF033156;NF033134;NF033088;NF033129;NF000025;NF012174;NF012178
NZ_BMVH01000019.1	153401	No terminal repeats	120	11	0.9720	NA	0	11.4347	NA	NF012174;NF033135;NF033135;NF012178;NF000373;NF000138
NZ_BMVM01000022.1	102945	No terminal repeats	121	11	0.9883	NA	2	3.9117	MOBP1	NF033068;NF033068;NF033068;NF033068;NF033068;NF033068
NZ_BONY01000083.1	40935	No terminal repeats	45	11	0.9843	NA	0	5.6574	T_virB11	NF033068
NZ_BRXK01000075.1	20874	No terminal repeats	29	11	0.9807	NA	0	7.4463	NA	NA
NZ_JAAGMF010000087.1	117183	No terminal repeats	106	11	0.9521	NA	0	1.3869	NA	NA
NZ_JAAXPG010000058.1	11833	No terminal repeats	11	11	0.9815	NA	0	5.2066	NA	NA
NZ_JACHCX010000047.1	8811	No terminal repeats	6	11	0.9819	NA	0	3.2540	NA	NA
NZ_JACTVI010000098.1	28505	No terminal repeats	34	11	0.9745	NA	0	7.2993	NA	NF000005
NZ_JADDIL010000011.1	145746	No terminal repeats	109	11	0.7513	NA	0	2.5418	NA	NF000095;NF012174;NF000025
NZ_JADKMA010000030.1	48817	No terminal repeats	42	11	0.9832	NA	0	4.3931	T_virB9	NF012174
NZ_JADWYX010000123.1	27969	No terminal repeats	29	11	0.9748	NA	0	2.9466	NA	NA
NZ_JAEKOZ010000043.1	74850	No terminal repeats	57	11	0.8651	NA	0	2.4174	NA	NF033105;NF033135;NF012174;NF033129
NZ_LGCO01000093.1	103926	No terminal repeats	77	11	0.9434	NA	0	3.8455	NA	NA
NZ_MSKY01000041.1	8812	No terminal repeats	8	11	0.9324	NA	0	1.7118	NA	NA
NC_010408.1	94791	ITR	119	11	0.9791	NA	1	24.4630	NA	NF012174
NZ_AGVX02000658.1	4887	No terminal repeats	4	11	0.7636	NA	0	1.5327	NA	NA
NZ_ANBG01000342.1	11178	No terminal repeats	11	11	0.7555	NA	0	1.7501	NA	NA
NZ_BCYM01000076.1	9102	No terminal repeats	8	11	0.7810	NA	0	1.6628	NA	NA
NZ_BNBW01000029.1	65617	No terminal repeats	69	11	0.9676	NA	0	3.0289	NA	NA
NZ_BSRN01000032.1	62781	No terminal repeats	75	11	0.9476	NA	1	3.8621	I_traN	NA
NZ_CAKJTQ010000112.1	17420	No terminal repeats	16	11	0.9766	NA	0	6.5545	NA	NA
NZ_CAKJTR010000027.1	38606	No terminal repeats	38	11	0.9714	NA	0	2.1379	NA	NA
NZ_CAURYL010000078.1	12791	No terminal repeats	12	11	0.9568	NA	0	2.7964	NA	NA
NZ_MKXB01000036.1	131286	No terminal repeats	120	11	0.9822	NA	1	8.2677	NA	NF033068;NF033068
NZ_MOWP01000046.1	67378	No terminal repeats	68	11	0.9866	NA	0	12.2548	NA	NA
NZ_QVFU01000076.1	12981	No terminal repeats	12	11	0.9616	NA	0	3.5998	NA	NF033068
NZ_SMKT01000009.1	92343	No terminal repeats	76	11	0.8866	NA	0	1.6552	T_virB9	NA
NZ_SOGL01000016.1	124359	No terminal repeats	138	11	0.9852	NA	0	22.5188	NA	NF033134
NZ_SSBN01000098.1	28947	No terminal repeats	26	11	0.7467	NA	0	1.6129	NA	NA
NZ_UPHS01000184.1	5456	No terminal repeats	4	11	0.8353	NA	0	1.3199	NA	NA
NZ_VCKZ01000526.1	5715	No terminal repeats	6	11	0.9892	NA	0	2.9530	NA	NA
NZ_BDDE01000035.1	31019	No terminal repeats	27	11	0.9842	NA	0	5.6085	NA	NA
NZ_LGDE01000125.1	93108	No terminal repeats	91	11	0.9599	NA	0	5.2719	NA	NF012174;NF000025
NZ_FLTQ01000016.1	106815	No terminal repeats	99	11	0.9867	NA	4	18.9838	MOBP1	NF000225;NF000373
NZ_FMDK01000199.1	15063	No terminal repeats	13	11	0.9486	NA	0	3.6095	NA	NA
NZ_JACBWY010000382.1	8270	No terminal repeats	6	11	0.8492	NA	0	2.0983	NA	NF000051
NZ_JACBYP010000023.1	83231	No terminal repeats	95	11	0.9888	NA	4	4.5048	MOBP1	NA
NZ_JACBYP010000001.1	210137	No terminal repeats	190	11	0.9819	NA	2	16.6616	MOBP1	NF033134;NF012174;NF012174;NF000402;NF012174;NF033135;NF033476
NZ_JACSCH020000032.1	52377	No terminal repeats	31	11	0.9754	NA	0	2.6329	NA	NF040874
NZ_JACTMC010000134.1	17213	No terminal repeats	17	11	0.9527	NA	0	1.0066	NA	NA
NZ_JADDUE010000015.1	118167	No terminal repeats	105	11	0.9694	NA	0	8.5670	NA	NF033476;NF000088
NZ_JADWYU010000179.1	32792	No terminal repeats	31	11	0.9646	NA	0	6.5339	T_virB11	NA
NZ_JAENRV010000259.1	6531	No terminal repeats	5	11	0.7125	NA	0	0.5110	NA	NA
NZ_JAENRW010000122.1	11475	No terminal repeats	9	11	0.9817	NA	0	2.8423	NA	NA
NZ_JAENSH010000046.1	31066	No terminal repeats	25	11	0.9443	NA	0	2.1808	NA	NA
NZ_JAERRG010000052.1	45494	No terminal repeats	50	11	0.9878	NA	0	10.4034	NA	NA
NZ_JAERUC010000107.1	65902	ITR	60	11	0.9870	NA	1	12.1627	NA	NA
NZ_JAFJSY010000085.1	46994	No terminal repeats	44	11	0.9685	NA	0	0.5467	NA	NF033068
NZ_AZVD01000036.1	51667	No terminal repeats	57	11	0.9671	NA	0	1.4980	NA	NA
NZ_BOOT01000010.1	168000	No terminal repeats	140	11	0.8537	NA	0	2.6267	NA	NF033129
NZ_BRZH01000061.1	28676	No terminal repeats	37	11	0.9856	NA	0	10.1914	NA	NF033134
NZ_BSEP01000014.1	44891	No terminal repeats	40	11	0.7691	NA	1	3.7640	NA	NF033135
NZ_BSTA01000020.1	68351	No terminal repeats	67	11	0.9873	NA	0	11.1128	NA	NF033085
NZ_FNVT01000026.1	145541	No terminal repeats	131	11	0.9732	NA	0	0.4387	NA	NF033068;NF033068
NZ_FOBF01000029.1	89570	No terminal repeats	81	11	0.9115	NA	0	7.6355	NA	NF012171
NZ_FTRR01000020.1	49244	No terminal repeats	54	11	0.9454	NA	0	3.5538	NA	NA
NZ_FZOF01000076.1	3900	No terminal repeats	2	11	0.9088	NA	0	1.0367	NA	NA
NZ_FZOF01000021.1	169877	No terminal repeats	170	11	0.9902	NA	3	38.7388	NA	NF033068;NF033135;NF000095
NZ_JAAGMW010000624.1	39979	No terminal repeats	43	11	0.9783	NA	0	0.3268	NA	NA
NZ_JAAGMW010000398.1	121589	No terminal repeats	104	11	0.9897	NA	0	18.4639	NA	NF012171;NF000051;NF012178
NZ_JABFDV010000001.1	744147	No terminal repeats	731	11	0.9695	NA	0	6.9603	NA	NF000027;NF033134;NF012174;NF000095;NF000095;NF000095;NF000241;NF033105;NF033068;NF033085;NF000025;NF033105;NF033085;NF033083
NZ_JAJAUZ010000034.1	84891	No terminal repeats	59	11	0.9374	NA	0	2.9894	NA	NA
NZ_LIPR01000084.1	56094	No terminal repeats	51	11	0.9817	NA	0	7.4442	NA	NF033068
NZ_LIVP01000035.1	74638	No terminal repeats	69	11	0.9229	NA	0	0.3860	NA	NF000025;NF000482;NF000095
NZ_LNAK01000120.1	490134	No terminal repeats	468	11	0.9648	NA	0	0.8229	NA	NF000025;NF012174;NF033085;NF033068;NF033105;NF000095;NF000095;NF012174;NF033134;NF000095;NF000027;NF033135
NZ_LRTO01000025.1	11037	No terminal repeats	8	11	0.9779	NA	0	2.6698	NA	NA
NZ_LSZY01000411.1	58507	No terminal repeats	59	11	0.9871	NA	0	9.2014	NA	NA
NZ_MDHE01000324.1	15764	No terminal repeats	14	11	0.8623	NA	0	6.4900	NA	NA
NZ_MJAF01000111.1	35508	No terminal repeats	29	11	0.8437	NA	0	0.0481	NA	NF033135
NZ_ML123039.1	537967	No terminal repeats	464	11	0.9822	NA	2	23.7726	NA	NF033135;NF033134;NF033134;NF000027;NF033135;NF033476;NF012178;NF000025;NF033476;NF000496
NZ_MOMD01000006.1	22109	No terminal repeats	22	11	0.9767	NA	0	6.2761	NA	NA
NZ_MUMG01000250.1	12729	No terminal repeats	10	11	0.8526	NA	0	1.2621	NA	NA
NZ_POUA01000244.1	11840	No terminal repeats	12	11	0.9365	NA	0	4.0055	NA	NA
NZ_PVZG01000047.1	18737	No terminal repeats	18	11	0.9712	NA	0	10.2946	NA	NF000027
NZ_SHTN01000037.1	16414	No terminal repeats	13	11	0.7320	NA	0	1.3710	NA	NA
NZ_SMJZ01000249.1	11433	No terminal repeats	13	11	0.8324	NA	0	0.9428	NA	NA
NZ_WKJY01000014.1	27986	No terminal repeats	24	11	0.9869	NA	0	2.9121	NA	NA
NZ_WWGM01000005.1	233304	No terminal repeats	193	11	0.9879	NA	3	33.6060	NA	NF000095
NZ_CP027299.1	377458	No terminal repeats	338	11	0.9799	NA	0	15.7628	NA	NF000138;NF012178;NF000051;NF033476;NF033135;NF000487;NF000496;NF000496
NZ_PSTO01000045.1	24788	No terminal repeats	22	11	0.8664	NA	0	3.3917	NA	NA
NZ_QMEY01000015.1	199366	No terminal repeats	189	11	0.9703	NA	0	9.2994	NA	NF000493;NF000496;NF033135;NF000456;NF000493;NF000095;NF033068
NZ_RFFJ01000074.1	25828	No terminal repeats	27	11	0.8538	NA	0	0.2934	NA	NA
NZ_RQIR01001565.1	13733	No terminal repeats	14	11	0.9826	NA	0	4.8416	NA	NA
NZ_SIXH01000093.1	21812	No terminal repeats	23	11	0.9761	NA	0	2.3273	NA	NF000186
NZ_SMKF01000039.1	38653	No terminal repeats	40	11	0.8673	NA	0	0.3481	NA	NA
NZ_SPAZ01000294.1	21818	No terminal repeats	20	11	0.9634	NA	1	3.8431	NA	NA
NZ_VBUN01000228.1	12490	No terminal repeats	15	11	0.9631	NA	0	1.6489	NA	NA
NZ_VJYI01000031.1	115743	No terminal repeats	118	11	0.9819	NA	0	9.7856	NA	NF033068;NF033135;NF033135
NZ_VWVS01000032.1	48838	No terminal repeats	47	11	0.9541	NA	0	4.0424	NA	NA
NZ_VWVS01000014.1	344906	No terminal repeats	309	11	0.9836	NA	4	0.3670	T_virB11;t4cp1	NF033105;NF000029;NF012174;NF033068;NF033085;NF000088;NF033135
NZ_WKJT01000005.1	38651	No terminal repeats	32	11	0.9433	NA	0	1.8600	NA	NA
NZ_WVUI01000137.1	16077	No terminal repeats	20	11	0.9755	NA	0	5.8892	NA	NA
NZ_CP095012.1	549987	No terminal repeats	420	11	0.9812	NA	1	39.3283	NA	NF040874;NF000025;NF000051;NF033476;NF012174;NF033088;NF033135;NF000373;NF000373
NZ_CP115937.1	510574	No terminal repeats	488	11	0.9815	NA	0	21.3828	NA	NF033135;NF033117;NF033135;NF033476;NF033135;NF012178;NF000025;NF033476;NF000496
NZ_CP126248.1	59609	No terminal repeats	59	11	0.9422	NA	0	7.9852	NA	NF033105
NZ_FMCH01000490.1	43747	No terminal repeats	37	11	0.9878	NA	2	5.4974	MOBP1	NF033068
NZ_FMCH01000135.1	28283	No terminal repeats	22	11	0.9761	NA	0	3.8733	NA	NA
NZ_FOFR01000030.1	95929	No terminal repeats	100	11	0.9770	NA	0	6.6218	NA	NF033135;NF012178;NF033068;NF033068
NZ_JAENSH010000010.1	52953	No terminal repeats	40	11	0.9869	NA	0	6.6625	NA	NA
NZ_JAGFNO010000078.1	15161	No terminal repeats	15	11	0.9884	NA	0	2.4923	NA	NA
NZ_JAGPXN010000041.1	9315	No terminal repeats	6	11	0.9600	NA	0	2.9530	NA	NA
NZ_JAHLXF010000022.1	78189	No terminal repeats	70	11	0.9649	NA	0	3.8251	NA	NA
NZ_JALKFX010000026.1	77007	No terminal repeats	56	11	0.9689	NA	1	2.9021	T_virB11	NF000496
NZ_JAMPTM010000127.1	18141	No terminal repeats	17	11	0.9691	NA	0	1.4967	NA	NA
NZ_JAPUED010000061.1	21354	No terminal repeats	15	11	0.9016	NA	0	0.4361	NA	NA
NZ_JAQHUF010000021.1	45122	No terminal repeats	42	11	0.8485	NA	0	0.1604	FATA_prgIb	NA
NZ_JARBTO010000031.1	29828	No terminal repeats	26	11	0.7388	NA	0	3.2162	NA	NA
NZ_JARBUT010000006.1	313853	No terminal repeats	236	11	0.9679	NA	0	2.0515	T_virB11	NF033068;NF033068;NF012178;NF033135;NF012174;NF000456
NZ_DS570404.1	104400	No terminal repeats	96	11	0.9847	NA	0	9.4737	NA	NF000496
NZ_FMDI01000392.1	6945	No terminal repeats	10	11	0.9047	NA	0	1.6217	NA	NA
NZ_FNJR01000020.1	61682	No terminal repeats	59	11	0.9940	NA	0	11.7023	NA	NF033068
NZ_FNVU01000016.1	198746	No terminal repeats	171	11	0.9902	NA	3	63.2694	NA	NF000241
NZ_FOKG01000045.1	17094	No terminal repeats	20	11	0.9623	NA	0	1.3397	NA	NA
NZ_JACAOI010000090.1	59794	No terminal repeats	43	11	0.9822	NA	2	8.4629	MOBP1	NA
NZ_JACFRA010000008.1	52243	No terminal repeats	52	11	0.9723	NA	1	7.0034	NA	NA
NZ_JACTMC010000017.1	49009	No terminal repeats	50	11	0.7279	NA	0	3.1108	NA	NA
NZ_JADQVI010000024.1	12351	No terminal repeats	12	11	0.8068	NA	0	0.5064	NA	NA
NZ_JADWYM010000049.1	48280	No terminal repeats	55	11	0.9894	NA	1	7.6304	NA	NA
NZ_JAENSJ010000133.1	18696	No terminal repeats	13	11	0.7490	NA	0	0.0114	NA	NA
NZ_JAEQAY010000378.1	6822	No terminal repeats	5	11	0.8263	NA	0	0.5110	NA	NA
NZ_JABCUO010000035.1	7977	No terminal repeats	7	11	0.9303	NA	0	1.7183	NA	NA
NZ_JABUBS010000039.1	11316	No terminal repeats	14	11	0.9336	NA	0	1.0380	NA	NA
NZ_JABSUH010000005.1	80574	No terminal repeats	77	11	0.9829	NA	0	2.7599	NA	NF000225
NZ_JABSUK010000078.1	30987	No terminal repeats	35	11	0.9850	NA	0	1.0008	NA	NF000225
NZ_JABSUL010000005.1	80740	No terminal repeats	77	11	0.9832	NA	0	2.7599	NA	NF000225
NZ_JADPBO010000046.1	12897	No terminal repeats	11	11	0.8370	NA	0	1.6628	NA	NA
NZ_MSLA01000024.1	8814	No terminal repeats	8	11	0.8973	NA	0	1.7118	NA	NA
NZ_POUC01000237.1	12298	No terminal repeats	11	11	0.9523	NA	0	1.3258	NA	NA
NZ_QEQT01000065.1	93379	No terminal repeats	94	11	0.9832	NA	0	13.9590	NA	NF000402;NF033134;NF000088
NZ_VKJP01000188.1	11374	No terminal repeats	10	11	0.7990	NA	0	1.9510	NA	NF033105
NZ_JABSUJ010000004.1	77153	No terminal repeats	74	11	0.9813	NA	0	0.4165	NA	NF000225
NZ_JACBXC010000014.1	23909	No terminal repeats	24	11	0.9897	NA	0	8.5041	T_virB11	NF033068
NZ_JACHCX010000044.1	11279	No terminal repeats	10	11	0.9842	NA	0	3.3233	NA	NA
NZ_JADEYH010000040.1	37049	No terminal repeats	42	11	0.9918	NA	2	3.4556	MOBP1	NA
NZ_JADKYB010000010.1	332374	No terminal repeats	242	11	0.9833	NA	1	2.2048	NA	NF033083;NF000095;NF012178;NF033135;NF012174;NF000095
NZ_JAEACR010000377.1	27969	No terminal repeats	29	11	0.9704	NA	0	2.9466	NA	NA
NZ_JAEKKT010000050.1	20788	No terminal repeats	24	11	0.8641	NA	0	0.6624	NA	NA
NZ_JAENJH010000008.1	303593	No terminal repeats	249	11	0.9615	NA	0	10.6976	NA	NF033135;NF033135;NF033105;NF033129;NF033129;NF033129;NF033129;NF033129;NF033129;NF033129;NF033129;NF033129;NF033145;NF033129;NF033135;NF033129;NF033129;NF000029;NF033105
NZ_JAENRX010000031.1	29543	No terminal repeats	32	11	0.9890	NA	0	3.1210	NA	NA
NZ_JAENSF010000430.1	6793	No terminal repeats	5	11	0.8495	NA	0	0.5110	NA	NA
NZ_JAEQAW010000083.1	26597	No terminal repeats	30	11	0.9873	NA	0	5.6919	NA	NA
NZ_JAERRF010000033.1	94021	No terminal repeats	75	11	0.9728	NA	0	0.9582	NA	NF000241
NZ_JAEVHL010000019.1	54691	No terminal repeats	52	11	0.8012	NA	0	1.3479	NA	NA
NZ_JAFIQY010000070.1	25992	No terminal repeats	24	11	0.9785	NA	0	5.5609	NA	NF012178
NZ_JAFRFW010000176.1	8740	No terminal repeats	8	11	0.8010	NA	0	2.7737	NA	NA
NZ_JAGGLP010000053.1	22485	No terminal repeats	12	11	0.8062	NA	0	0.9552	NA	NF033129
NZ_JAGGOR010000090.1	34766	No terminal repeats	34	11	0.9498	NA	0	5.1268	NA	NA
NZ_JAGMUF010000066.1	550405	No terminal repeats	514	11	0.9522	NA	0	1.4257	NA	NF033068;NF033114;NF033134;NF033156;NF033068;NF038208;NF000119;NF033135;NF033105;NF000469;NF000095;NF033134
NZ_JAGPXJ010000009.1	127561	No terminal repeats	111	11	0.9688	NA	0	4.2211	NA	NF012174;NF033135;NF033105;NF000138;NF000469
NZ_JAIQLH010000197.1	26271	No terminal repeats	27	11	0.8158	NA	0	0.2914	NA	NA
NZ_JAIWNB010000065.1	14827	No terminal repeats	16	11	0.7656	NA	0	0.9463	NA	NA
NZ_JAJBPB010000023.1	38477	No terminal repeats	40	11	0.9628	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAJBPP010000023.1	38475	No terminal repeats	40	11	0.9617	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAKKFD010000052.1	40843	No terminal repeats	33	11	0.7186	NA	0	3.4196	NA	NA
